2023-04-07 13:36:03.839 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-08 05:22:19.200 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2023-04-08 05:22:19.200 [Sink: Unnamed (2/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2023-04-08 05:22:19.197 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (470ac9a8fa59262d5e2a4603a1fed7da) switched from DEPLOYING to INITIALIZING.
2023-04-08 05:22:19.201 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (8ffae9435ccb4d19446d4d9282184a39) switched from DEPLOYING to INITIALIZING.
2023-04-08 05:22:19.200 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (2/6)#0 (73b9255c2490ecee142ccc518a9dc9e3) switched from DEPLOYING to INITIALIZING.
2023-04-08 05:22:19.202 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (73b9255c2490ecee142ccc518a9dc9e3) switched from DEPLOYING to INITIALIZING.
2023-04-08 05:22:19.203 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (3/6)#0 (5206cd4bd799b3b83ca9fe13f0720276) switched from CREATED to DEPLOYING.
2023-04-08 05:22:19.203 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Loading JAR files for task Sink: Unnamed (3/6)#0 (5206cd4bd799b3b83ca9fe13f0720276) [DEPLOYING].
2023-04-08 05:22:19.204 [Sink: Unnamed (3/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@1c2f86ce
2023-04-08 05:22:19.204 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2023-04-08 05:22:19.204 [Sink: Unnamed (3/6)#0] INFO  o.apache.flink.streaming.runtime.tasks.StreamTask - Checkpoint storage is set to 'jobmanager'
2023-04-08 05:22:19.204 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (3/6)#0 (5206cd4bd799b3b83ca9fe13f0720276) switched from DEPLOYING to INITIALIZING.
2023-04-08 05:22:19.204 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (5206cd4bd799b3b83ca9fe13f0720276) switched from DEPLOYING to INITIALIZING.
2023-04-08 05:22:19.273 [Sink: Unnamed (5/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2023-04-08 05:22:19.274 [Sink: Unnamed (4/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2023-04-08 05:22:19.274 [Sink: Unnamed (1/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2023-04-08 05:22:19.274 [Sink: Unnamed (6/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2023-04-08 05:22:19.274 [Sink: Unnamed (2/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2023-04-08 05:22:19.274 [Sink: Unnamed (3/6)#0] INFO  o.a.f.r.state.heap.HeapKeyedStateBackendBuilder - Finished to build heap keyed state-backend.
2023-04-08 05:22:19.276 [Flat Map (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (6/6)#0 (6337b7063420cd2c412a0e23ab3caaa3) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.276 [Flat Map (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (5/6)#0 (39e3e682a3f3d0aea7104682488d8931) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.276 [Flat Map (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (4/6)#0 (6d54386db28d0f07ab8878bc5304a306) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.277 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (6337b7063420cd2c412a0e23ab3caaa3) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.277 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (39e3e682a3f3d0aea7104682488d8931) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.278 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (6d54386db28d0f07ab8878bc5304a306) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.278 [Flat Map (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (3/6)#0 (26f6cd88b3ccc0094f3c300912fb91bf) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.278 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (26f6cd88b3ccc0094f3c300912fb91bf) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.279 [Flat Map (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (1/6)#0 (988109d168175d6e90f915ef31c14816) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.279 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (988109d168175d6e90f915ef31c14816) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.281 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  o.a.f.s.a.f.source.MessageAcknowledgingSourceBase - No state to restore for the RMQSource.
2023-04-08 05:22:19.283 [Sink: Unnamed (5/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2023-04-08 05:22:19.284 [Sink: Unnamed (1/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2023-04-08 05:22:19.285 [Sink: Unnamed (6/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2023-04-08 05:22:19.285 [Sink: Unnamed (2/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2023-04-08 05:22:19.285 [Sink: Unnamed (3/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2023-04-08 05:22:19.288 [Sink: Unnamed (4/6)#0] INFO  o.a.flink.runtime.state.heap.HeapKeyedStateBackend - Initializing heap keyed state backend with stream factory.
2023-04-08 05:22:19.288 [Flat Map (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Flat Map (2/6)#0 (b7056221b2cf57bd62033ea3c092ca25) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.289 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (b7056221b2cf57bd62033ea3c092ca25) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.304 [Sink: Unnamed (2/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (2/6)#0 (73b9255c2490ecee142ccc518a9dc9e3) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.304 [Sink: Unnamed (4/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (4/6)#0 (72eeda2941da610848496ba3951ec4bf) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.304 [Sink: Unnamed (3/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (3/6)#0 (5206cd4bd799b3b83ca9fe13f0720276) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.305 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (73b9255c2490ecee142ccc518a9dc9e3) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.305 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (72eeda2941da610848496ba3951ec4bf) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.305 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (5206cd4bd799b3b83ca9fe13f0720276) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.306 [Sink: Unnamed (5/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (5/6)#0 (470ac9a8fa59262d5e2a4603a1fed7da) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.306 [Sink: Unnamed (1/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (1/6)#0 (8ffae9435ccb4d19446d4d9282184a39) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.307 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (470ac9a8fa59262d5e2a4603a1fed7da) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.307 [flink-akka.actor.default-dispatcher-7] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (8ffae9435ccb4d19446d4d9282184a39) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.308 [Sink: Unnamed (6/6)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Sink: Unnamed (6/6)#0 (dced5fe5e4683ea4100187d88ebb08c4) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.308 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (dced5fe5e4683ea4100187d88ebb08c4) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.402 [Source: Custom Source -> Timestamps/Watermarks (1/1)#0] INFO  org.apache.flink.runtime.taskmanager.Task - Source: Custom Source -> Timestamps/Watermarks (1/1)#0 (49fbe771e70d29fb60e914c6cda893b0) switched from INITIALIZING to RUNNING.
2023-04-08 05:22:19.403 [flink-akka.actor.default-dispatcher-5] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (49fbe771e70d29fb60e914c6cda893b0) switched from INITIALIZING to RUNNING.
2023-04-08 05:26:14.654 [http-nio-8081-exec-6] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644451541681201152,"localDateTime":"2023-04-08T05:26:14.653","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":13}
2023-04-08 05:26:14.664 [email.notice-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644451541681201152,"localDateTime":"2023-04-08T05:26:14.664","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":13}
2023-04-08 05:26:15.464 [pool-6-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644451541681201152,"localDateTime":"2023-04-08T05:26:15.464","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":13}
2023-04-08 05:26:47.475 [http-nio-8081-exec-7] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644451679376007168,"localDateTime":"2023-04-08T05:26:47.474","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":4}
2023-04-08 05:26:47.481 [sms.notice-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644451679376007168,"localDateTime":"2023-04-08T05:26:47.481","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":4}
2023-04-08 05:26:47.757 [pool-3-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644451679376007168,"localDateTime":"2023-04-08T05:26:47.757","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":4}
2023-04-08 05:28:55.509 [http-nio-8081-exec-9] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644452216368553984,"localDateTime":"2023-04-08T05:28:55.509","receivers":Set["cidATd/DCL9/zawzxqC46vQ0g=="],"response":{"data":null,"msg":"服务执行异常","status":"S0001"},"tag":"sendService","templateId":16}
2023-04-08 05:37:21.742 [http-nio-8081-exec-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644454339609124864,"localDateTime":"2023-04-08T05:37:21.742","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":18}
2023-04-08 05:37:21.745 [email.notice-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644454339609124864,"localDateTime":"2023-04-08T05:37:21.745","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":18}
2023-04-08 05:37:22.382 [pool-6-thread-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644454339609124864,"localDateTime":"2023-04-08T05:37:22.382","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":18}
2023-04-08 05:38:52.226 [http-nio-8081-exec-4] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644454719181053952,"localDateTime":"2023-04-08T05:38:52.226","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":19}
2023-04-08 05:38:52.228 [email.notice-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644454719181053952,"localDateTime":"2023-04-08T05:38:52.228","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":19}
2023-04-08 05:38:52.911 [pool-6-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644454719181053952,"localDateTime":"2023-04-08T05:38:52.911","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":19}
2023-04-08 05:40:18.164 [http-nio-8081-exec-5] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644455079639539712,"localDateTime":"2023-04-08T05:40:18.163","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":19}
2023-04-08 05:40:18.170 [email.notice-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644455079639539712,"localDateTime":"2023-04-08T05:40:18.168","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":19}
2023-04-08 05:40:18.845 [pool-6-thread-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644455079639539712,"localDateTime":"2023-04-08T05:40:18.845","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":19}
2023-04-08 05:43:13.986 [http-nio-8081-exec-7] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644455817090457600,"localDateTime":"2023-04-08T05:43:13.986","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":4}
2023-04-08 05:43:13.992 [sms.notice-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644455817090457600,"localDateTime":"2023-04-08T05:43:13.992","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":4}
2023-04-08 05:43:14.179 [pool-3-thread-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644455817090457600,"localDateTime":"2023-04-08T05:43:14.179","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":4}
2023-04-08 05:44:21.163 [http-nio-8081-exec-9] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644456098838634496,"localDateTime":"2023-04-08T05:44:21.163","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":4}
2023-04-08 05:44:21.167 [sms.notice-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644456098838634496,"localDateTime":"2023-04-08T05:44:21.167","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":4}
2023-04-08 05:44:21.338 [pool-3-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644456098838634496,"localDateTime":"2023-04-08T05:44:21.338","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":4}
2023-04-08 05:55:39.032 [http-nio-8081-exec-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644458942031486976,"localDateTime":"2023-04-08T05:55:39.031","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":21}
2023-04-08 05:55:39.034 [email.notice-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644458942031486976,"localDateTime":"2023-04-08T05:55:39.034","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":21}
2023-04-08 05:55:39.860 [pool-6-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644458942031486976,"localDateTime":"2023-04-08T05:55:39.860","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":21}
2023-04-08 05:56:44.089 [http-nio-8081-exec-4] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459214896128000,"localDateTime":"2023-04-08T05:56:44.089","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":21}
2023-04-08 05:56:44.092 [email.notice-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459214896128000,"localDateTime":"2023-04-08T05:56:44.092","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":21}
2023-04-08 05:56:44.790 [pool-6-thread-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459214896128000,"localDateTime":"2023-04-08T05:56:44.790","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":21}
2023-04-08 05:57:13.894 [http-nio-8081-exec-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459339970273280,"localDateTime":"2023-04-08T05:57:13.894","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":4}
2023-04-08 05:57:13.897 [sms.notice-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459339970273280,"localDateTime":"2023-04-08T05:57:13.896","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":4}
2023-04-08 05:57:14.073 [pool-3-thread-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459339970273280,"localDateTime":"2023-04-08T05:57:14.072","receivers":Set["17722819947"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":4}
2023-04-08 05:59:03.958 [http-nio-8081-exec-6] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459801545039872,"localDateTime":"2023-04-08T05:59:03.958","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":13}
2023-04-08 05:59:03.965 [email.notice-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459801545039872,"localDateTime":"2023-04-08T05:59:03.964","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":13}
2023-04-08 05:59:04.643 [pool-6-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644459801545039872,"localDateTime":"2023-04-08T05:59:04.643","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"消息下发成功","status":"H0041"},"tag":"handler","templateId":13}
2023-04-08 06:02:10.295 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-service-impl.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-service-impl,DEFAULT_GROUP'}]
2023-04-08 06:02:10.299 [main] INFO  net.syl.dandelion.service.impl.ServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-04-08 06:02:10.818 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-08 06:02:10.819 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-08 06:02:10.837 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-08 06:02:10.985 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=13f7117d-cfe6-3c32-8ac2-c3cb814bfbde
2023-04-08 06:02:11.363 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-04-08 06:02:11.371 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-04-08 06:02:11.371 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-08 06:02:11.372 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-08 06:02:11.488 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-08 06:02:11.488 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1172 ms
2023-04-08 06:02:11.922 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-08 06:02:12.213 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-08 06:02:12.642 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-08 06:02:12.681 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#29fa6b65:0/SimpleConnection@37c7766e [delegate=amqp://admin@192.168.91.129:5672/, localPort= 51320]
2023-04-08 06:02:14.030 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:02:15.301 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:02:15.502 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-04-08 06:02:15.517 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-04-08 06:02:15.526 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-service-impl 192.168.91.1:8081 register finished
2023-04-08 06:02:16.610 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-08 06:02:16.618 [main] INFO  net.syl.dandelion.service.impl.ServiceApplication - Started ServiceApplication in 15.29 seconds (JVM running for 16.086)
2023-04-08 06:02:16.626 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-service-impl, group=DEFAULT_GROUP
2023-04-08 06:02:16.628 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-service-impl.properties, group=DEFAULT_GROUP
2023-04-08 06:02:45.952 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-08 06:02:45.952 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-08 06:02:45.953 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
